prompt_id,prompt,N,K,max_new_tokens,batch_tokens_generated,batch_rounds,batch_time,batch_tokens_per_second,batch_target_calls,batch_target_sequences_evaluated,batch_draft_calls,batch_total_accepted,chosen_path_drafted_tokens,total_draft_compute_tokens,best_path_acceptance_rate,compute_adjusted_acceptance_rate,generated_tokens_per_target_call,ar_tokens_generated,ar_time,ar_target_calls,speedup_vs_ar,dataset
0,Which is a species of fish? Tope or Rope,4,10,50,52,10,1.5637118816375732,33.254207895091135,10,40,100,42,100,400,0.42,0.105,5.2,50,1.880654573440552,50,1.202686118539347,dolly_15k
0,Which is a species of fish? Tope or Rope,6,2,50,51,17,1.410364866256714,36.16085540712626,17,102,34,34,34,204,1.0,0.1666666666666666,3.0,50,1.880654573440552,50,1.3334525117830296,dolly_15k
0,Which is a species of fish? Tope or Rope,6,4,50,53,11,1.1830744743347168,44.79853225622479,11,66,44,42,44,264,0.9545454545454546,0.1590909090909091,4.818181818181818,50,1.880654573440552,50,1.589633293794212,dolly_15k
0,Which is a species of fish? Tope or Rope,6,6,50,53,10,1.3241276741027832,40.02635171560198,10,60,60,43,60,360,0.7166666666666667,0.1194444444444444,5.3,50,1.880654573440552,50,1.4202970077752253,dolly_15k
0,Which is a species of fish? Tope or Rope,6,8,50,58,8,1.2625889778137207,45.937356510455125,8,48,64,50,64,384,0.78125,0.1302083333333333,7.25,50,1.880654573440552,50,1.4895224071233883,dolly_15k
0,Which is a species of fish? Tope or Rope,6,10,50,60,9,1.6071951389312744,37.33211888625907,9,54,90,51,90,540,0.5666666666666667,0.0944444444444444,6.666666666666667,50,1.880654573440552,50,1.170147001994492,dolly_15k
0,Which is a species of fish? Tope or Rope,8,2,50,51,17,1.6488134860992432,30.931333610483502,17,136,34,34,34,272,1.0,0.125,3.0,50,1.880654573440552,50,1.1406108630817895,dolly_15k
0,Which is a species of fish? Tope or Rope,8,4,50,52,11,1.3329241275787354,39.01197294286983,11,88,44,41,44,352,0.9318181818181818,0.1164772727272727,4.727272727272728,50,1.880654573440552,50,1.410923948729754,dolly_15k
0,Which is a species of fish? Tope or Rope,8,6,50,56,9,1.331413507461548,42.06056171592304,9,72,54,47,54,432,0.8703703703703703,0.1087962962962963,6.222222222222222,50,1.880654573440552,50,1.4125247812951651,dolly_15k
0,Which is a species of fish? Tope or Rope,8,8,50,15,2,0.2785718441009521,53.84607352695746,2,16,16,13,16,128,0.8125,0.1015625,7.5,50,1.880654573440552,50,6.751057629352585,dolly_15k
0,Which is a species of fish? Tope or Rope,8,10,50,50,7,1.3848836421966553,36.104116242352106,7,56,70,43,70,560,0.6142857142857143,0.0767857142857142,7.142857142857143,50,1.880654573440552,50,1.3579874266241758,dolly_15k
1,Why can camels survive for long without water?,1,2,50,50,24,1.4047722816467283,35.59295741612161,24,24,48,26,48,48,0.5416666666666666,0.5416666666666666,2.083333333333333,50,1.8921072483062744,50,1.3469138543140051,dolly_15k
1,Why can camels survive for long without water?,1,4,50,51,19,1.494520664215088,34.12465362383253,19,19,76,32,76,76,0.4210526315789473,0.4210526315789473,2.6842105263157894,50,1.8921072483062744,50,1.2660294993645982,dolly_15k
1,Why can camels survive for long without water?,1,6,50,53,14,1.374640941619873,38.55552267892221,14,14,84,39,84,84,0.4642857142857143,0.4642857142857143,3.7857142857142856,50,1.8921072483062744,50,1.3764374325099182,dolly_15k
1,Why can camels survive for long without water?,1,8,50,55,18,2.122976779937744,25.907019106263075,18,18,144,37,144,144,0.2569444444444444,0.2569444444444444,3.055555555555556,50,1.8921072483062744,50,0.8912519751449001,dolly_15k
1,Why can camels survive for long without water?,1,10,50,59,16,2.204720258712769,26.760764667009184,16,16,160,43,160,160,0.26875,0.26875,3.6875,50,1.8921072483062744,50,0.8582074033333308,dolly_15k
1,Why can camels survive for long without water?,2,2,50,15,7,0.4083330631256103,36.734718186133605,7,14,14,8,14,28,0.5714285714285714,0.2857142857142857,2.142857142857143,50,1.8921072483062744,50,4.63373510296478,dolly_15k
1,Why can camels survive for long without water?,2,4,50,50,14,1.1083457469940186,45.11227668406421,14,28,56,36,56,112,0.6428571428571429,0.3214285714285714,3.571428571428572,50,1.8921072483062744,50,1.707145314030321,dolly_15k
1,Why can camels survive for long without water?,2,6,50,51,15,1.501239776611328,33.97192160410224,15,30,90,36,90,180,0.4,0.2,3.4,50,1.8921072483062744,50,1.260363119725772,dolly_15k
1,Why can camels survive for long without water?,2,8,50,54,15,1.8067889213562007,29.887276461417997,15,30,120,39,120,240,0.325,0.1625,3.6,50,1.8921072483062744,50,1.0472209708293054,dolly_15k
1,Why can camels survive for long without water?,2,10,50,50,16,2.237694025039673,22.344431115471,16,32,160,34,160,320,0.2125,0.10625,3.125,50,1.8921072483062744,50,0.8455612014572584,dolly_15k
1,Why can camels survive for long without water?,4,2,50,51,18,1.211869478225708,42.08373997063516,18,72,36,33,36,144,0.9166666666666666,0.2291666666666666,2.833333333333333,50,1.8921072483062744,50,1.5613127340053972,dolly_15k
1,Why can camels survive for long without water?,4,4,50,50,12,1.0899407863616943,45.87405171514301,12,48,48,38,48,192,0.7916666666666666,0.1979166666666666,4.166666666666667,50,1.8921072483062744,50,1.7359725151879792,dolly_15k
1,Why can camels survive for long without water?,4,6,50,50,10,1.1247656345367432,44.45370525620076,10,40,60,40,60,240,0.6666666666666666,0.1666666666666666,5.0,50,1.8921072483062744,50,1.6822235585865637,dolly_15k
1,Why can camels survive for long without water?,4,8,50,57,12,1.6282732486724854,35.00640942573461,12,48,96,45,96,384,0.46875,0.1171875,4.75,50,1.8921072483062744,50,1.162033000203676,dolly_15k
1,Why can camels survive for long without water?,4,10,50,52,8,1.2281973361968994,42.33847319765199,8,32,80,44,80,320,0.55,0.1375,6.5,50,1.8921072483062744,50,1.5405563849903512,dolly_15k
1,Why can camels survive for long without water?,6,2,50,50,17,1.3716797828674316,36.45165630091695,17,102,34,33,34,204,0.9705882352941176,0.1617647058823529,2.9411764705882355,50,1.8921072483062744,50,1.3794088619946805,dolly_15k
1,Why can camels survive for long without water?,6,4,50,51,12,1.290757417678833,39.51168461360712,12,72,48,39,48,288,0.8125,0.1354166666666666,4.25,50,1.8921072483062744,50,1.4658891147097552,dolly_15k
1,Why can camels survive for long without water?,6,6,50,52,9,1.1435463428497314,45.47257776227535,9,54,54,43,54,324,0.7962962962962963,0.132716049382716,5.777777777777778,50,1.8921072483062744,50,1.654596038137921,dolly_15k
